Country,Access to electricity (% of population),"Access to electricity, rural (% of rural population)","Access to electricity, urban (% of urban population)",Adjusted savings: carbon dioxide damage (current US$),Adjusted savings: energy depletion (current US$),Adjusted savings: mineral depletion (current US$),Agricultural land (% of land area),Agricultural land (sq. km),Arable land (% of land area),Arable land (hectares per person),Arable land (hectares),"Birth rate, crude (per 1,000 people)",Capture fisheries production (metric tons),Crop production index (2004-2006 = 100),DEC alternative conversion factor (LCU per US$),"Death rate, crude (per 1,000 people)",Export unit value index (2000 = 100),Export value index (2000 = 100),Export volume index (2000 = 100),"Fertility rate, total (births per woman)",Fixed broadband subscriptions,Fixed broadband subscriptions (per 100 people),Fixed telephone subscriptions,Fixed telephone subscriptions (per 100 people),Food production index (2004-2006 = 100),"Foreign direct investment, net inflows (BoP, current US$)",Forest area (% of land area),Forest area (sq. km),Forest rents (% of GDP),GDP (constant 2010 US$),GDP (constant LCU),GDP (current LCU),GDP (current US$),GDP deflator (base year varies by country),GDP deflator: linked series (base year varies by country),GDP growth (annual %),GDP per capita (constant 2010 US$),GDP per capita (constant LCU),GDP per capita (current LCU),GDP per capita (current US$),GDP per capita growth (annual %),GDP: linked series (current LCU),Import unit value index (2000 = 100),Import value index (2000 = 100),Import volume index (2000 = 100),"Incidence of tuberculosis (per 100,000 people)",Individuals using the Internet (% of population),"Inflation, GDP deflator (annual %)","Inflation, GDP deflator: linked series (annual %)",International migrant stock (% of population),"International migrant stock, total",Land area (sq. km),"Life expectancy at birth, female (years)","Life expectancy at birth, male (years)","Life expectancy at birth, total (years)",Livestock production index (2004-2006 = 100),Lower secondary school starting age (years),Merchandise exports (current US$),Merchandise exports by the reporting economy (current US$),"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",Merchandise exports to economies in the Arab World (% of total merchandise exports),Merchandise exports to high-income economies (% of total merchandise exports),Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),Merchandise imports (current US$),Merchandise imports by the reporting economy (current US$),"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",Merchandise imports from economies in the Arab World (% of total merchandise imports),Merchandise imports from high-income economies (% of total merchandise imports),Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),Mineral rents (% of GDP),Mobile cellular subscriptions,Mobile cellular subscriptions (per 100 people),Net barter terms of trade index (2000 = 100),People practicing open defecation (% of population),People using at least basic drinking water services (% of population),People using at least basic sanitation services (% of population),Population density (people per sq. km of land area),Population growth (annual %),"Population, total","Preprimary education, duration (years)","Primary education, duration (years)",Primary school starting age (years),Renewable electricity output (% of total electricity output),Renewable energy consumption (% of total final energy consumption),Rural population,Rural population (% of total population),Rural population growth (annual %),"Secondary education, duration (years)",Secure Internet servers,Secure Internet servers (per 1 million people),Surface area (sq. km),Total fisheries production (metric tons),Total natural resources rents (% of GDP),"Tuberculosis case detection rate (%, all forms)",Urban population,Urban population (% of total population),Urban population growth (annual %),Happiness Score
Malaysia,100,100,100,7678962639,9220993766,499387222.4,26.0842177,85699.69727,2.511976861,0.027264082,825309.9976,17.024,1496054,117.12,3.9055,4.877,129.4939567,202.7487241,156.5700279,2.056,3063800,10.12125085,4489500,14.83104501,129.93,9857162112,67.55440572,221950,2.050739725,330321000000,1176940000000,1176940000000,301355000000,100,100,5.091515721,10912.15135,38880.19813,38880.19813,9955.242127,3.687552271,1176940000000,133.1933756,214.7447946,161.2278341,90,71.06406781,1.218055737,1.218055737,8.289348916,2514243,328550,77.663,73.521,75.461,143.75,12,199158000000,199958000000,0.017000268,3.095354926,61.81212636,27.12064698,1.04845495,1.454216855,5.450956469,2.154981885,11.0502264,176011000000,175977000000,0.891901272,4.270814892,59.18551426,33.39638577,0.880193629,1.639424349,2.4811662,1.109139606,6.526198702,0.194474491,44104000,145.6973848,97.22252037,0.290067889,96.75486596,99.55743568,92.13502359,1.344947677,30270962,2,6,6,9.957168455,5.194442589,7805973,25.787,-1.091488815,6,7079,233.8544774,330345,2003019,7.162638877,87,22464989,74.213,2.205634082,5.77
Mali,37.6,7.278039155,83.1,44943454.62,0,829207643.6,33.76605283,412010,5.254099771,0.36762897,6411000,43.226,92480,171.71,591.4495,10.649,259.6933971,498.4794794,191.9492313,6.145,3499,0.020064479,169006,0.969139007,159.53,275414753,3.864152304,47150,3.823854338,12686032241,4422080000000,7747690000000,13099497220,175.2046338,175.2046338,5.962581591,727.4610779,253577.4668,444279.472,751.1705935,2.896755061,7747690000000,167.2120341,471.5038764,281.9796307,57,10.33,3.086647573,3.086647573,2.063359738,363145,1220190,58.194,56.818,57.509,132.82,13,2717000000,1801129651,0.000670801,11.98531526,36.22780074,7.116576418,0.192433732,0.010317914,7.7509433,48.23727395,15.53425451,3800000000,3250690510,1.28427766,4.613998181,35.4339021,14.62644437,1.716766417,0.286293788,4.789366767,38.71751565,24.56430459,8.254008442,22698915,130.1634495,155.3078392,8.654999127,74.89703164,36.1837947,14.29185455,2.935992047,17438778,4,6,7,43.51635514,61.52698472,10464836,60.009,1.619887995,6,39,2.236395234,1240190,94880,12.07786278,68,6973942,39.991,4.943967067,3.995
Malta,100,100,100,75076048.94,0,0,31.96874857,102.2999954,28.03125083,0.020154903,8970.000267,9.7,2438,101.53,0.9013,7.7,158.5592553,106.2754864,67.02572251,1.37,163205,37.64308895,230226,53.10142334,92.85,3639712046,1.093749981,3.49999994,0,11481685171,8660635125,9657921518,10715545899,111.5151646,111.5151646,10.81818001,25798.46708,19459.78372,21700.60986,24077.01082,8.204925412,9657921518,94.52790535,176.8314476,187.0679848,8.5,75.96,2.430429126,2.430429126,9.898488069,41442,320,84.1,79.8,81.89756098,86.4,11,2607000000,2607105542,7.234207628,9.320736698,75.21426465,3.205721926,2.270767909,2.02057424,1.001373461,3.18977543,17.55152772,6036000000,6036001024,3.04870379,1.673851538,82.20373648,5.041873002,5.326493513,0.380657424,2.13286271,0.599162258,14.74755972,0,524161,120.8972712,167.7380396,0,99.99999911,99.96175804,1390.790625,2.386395363,445053,2,6,5,7.674597084,5.355004746,24861,5.586,1.193693742,7,1570,3527.669738,320,8351,0,87,420192,94.414,2.457410236,6.302
Mauritania,39.5,0,78.03440094,85207513.81,28429107.52,399441644.4,38.52818473,397110,0.436596488,0.111212685,450000,34.991,403776,219.03,32.4,7.606,203.8200289,391.61656,192.1384086,4.738,9638,0.238192858,51294,1.26767633,125.25,501726765.7,0.217813137,2245,2.871258205,5405525322,84507000000,156455000000,4828858025,185.1385092,185.1385092,0.43458414,1335.917749,20885.00089,38666.17931,1193.400596,-2.429921784,156455000000,162.5719364,428.8841154,263.8119007,107,15.19912669,-4.22501478,-4.22501478,3.396676733,138162,1030700,65.58,62.251,63.936,112.16,12,1389000000,1737360052,5.07E-06,1.023794462,46.4198192,36.6127696,6.747154331,0.040737382,0.383031197,9.26991091,44.31026482,1948000000,2225028494,0.603487103,18.52750408,68.02691809,14.66594733,5.410950211,2.114317148,0.973059134,1.838801485,29.53079333,16.85649999,3644483,90.06949804,125.3722097,34.57471431,66.97330688,43.49986871,3.925779567,2.893574072,4046301,3,6,6,13.37325349,32.15957247,1979086,48.911,1.09833206,7,14,3.459950211,1030700,403776,20.43348202,50,2067215,51.089,4.643015872,4.436
Mauritius,97.91174316,100,90.7690506,129692723,0,0,42.36453202,860,36.94581281,0.059401,75000,10.1,15739,82.45,35.0567,7.7,123.3513044,170.9585742,138.5948653,1.36,197400,15.67343361,380000,30.17175669,94.18,216455188.3,19.01477757,385.9999847,0.001133457,11965285104,320301000000,409893000000,11692287066,127.9712801,127.9712801,3.55307173,9476.665389,253682.4847,324640.7229,9260.447303,3.416023973,409893000000,103.636056,217.0218096,209.407631,13,50.13931848,0.960795673,0.960795673,2.24510922,28585,2030,77.79,71.08,74.35317073,129.66,11,2662000000,2403233387,0.016690555,13.35871966,75.00019398,5.331100371,0.313045959,0.250788127,1.567161525,17.28524359,7.697871875,4790000000,4690874474,0.056703948,2.74155959,39.58879043,27.72806299,1.558412688,1.11355378,19.26041063,9.931953234,50.42255239,0,1762300,139.9254916,119.0235418,0.1303307,99.86648182,95.50608395,621.9729064,0.132433083,1262605,2,6,5,22.72272272,11.53736196,744937,59,0.320809586,7,296,234.4359479,2040,16514.99,0.001133457,80,517668,41,-0.138024115,5.477
Mexico,99,97.85177407,99.3,14804488742,17394009474,5046852248,54.90264667,1067280,11.84495486,0.188957239,23026000,18.573,1479563,123.82,15.8483,5.763,134.2831987,228.7396573,170.3412336,2.215,14757686,12.11053419,20170913,16.55276658,119.88,37033334436,33.97206718,660400,0.122677577,1223120000000,17283900000000,18551500000000,1170560000000,107.3340309,107.3340309,3.287991599,10037.20149,141835.7378,152238.0146,9605.952351,2.013927114,18551500000000,143.5355757,225.8280482,157.3324572,22,57.43104299,2.787393039,2.787393039,0.939364727,1193155,1943950,77.837,71.954,74.904,114.84,12,380550000000,380550000000,0.122794377,0.333624491,92.95428669,1.489343582,0.158377086,4.59060833,0.474925765,0.110154513,2.332310603,405281000000,418946000000,0.1510704,0.173438099,72.74648659,22.66038451,0.731716169,2.274776406,1.18270158,0.166940145,24.8276666,0.677485662,107688282,88.37175565,93.55394864,1.879298743,98.37579056,89.41727522,62.68590139,1.241177725,121858258,3,6,6,15.39413379,9.215213455,25242938,20.715,-0.158587879,6,7054,57.8869263,1964380,1691185,2.544977317,80,96615320,79.285,1.610149619,7.187
Moldova,100,100,100,143868856.6,816181.5351,0,74.78406029,24588.99902,55.44099831,0.512899446,1822900.024,10.609,50,94.43,18.8185,11.398,98.49106898,416.6949153,423.0788838,1.261,534393,13.12779129,1202466,29.53953865,78.23,216150000,12.43917275,4090,0.373841461,8372415576,103561000000,145754000000,7745231660,140.741936,140.741936,-0.338235296,2355.700945,29138.37137,41009.90797,2179.233625,-0.274048789,145754000000,131.4318831,513.1016731,390.3936101,102,69,9.564365528,9.564365528,3.512106598,142904,32880,75.76,67.208,71.478,97.74,11,1967000000,1981885822,2.242479991,1.986032523,40.94186179,1.355122515,53.20539046,0.007977654,0.16972779,0.23362249,3.610267766,3987000000,3986820628,0.442135517,0.324444017,38.73713026,9.977463074,48.87531792,0.487761773,0.925503087,0.244549653,11.9454163,0,3713137,91.21617904,74.93696863,0.134189993,88.3177587,75.35244781,123.806319,-0.064383615,3554108,4,4,7,5.368576588,14.27368871,2043968,57.51,-0.053949108,7,361,101.5726027,33850,11216.05,0.390118092,87,1510140,42.49,-0.078504942,5.889
Mongolia,82.73771667,49.1908735,98.35816956,684256001.5,263960532.5,1043927574,72.67405186,1129035,0.365096947,0.1891651,567200.0122,25.849,63,165.96,1970.3092,6.283,266.3087198,871.4632325,327.237964,2.918,208047,6.938510338,255634,8.525569471,151.46,94319767.47,8.080022532,125527.998,0.213242552,11680159346,15850700000000,23150400000000,11749620620,146.0525244,146.0525244,2.379835807,3895.413362,5286326.018,7720812.597,3918.579174,0.388160071,23150400000000,178.5803812,617.9820993,346.0526263,428,22.50000413,1.733009104,1.733009104,0.595444478,17620,1553560,73.373,65.103,69.111,148.52,11,4669000000,4668386157,0,0.326654597,14.50556972,83.67190521,1.738623012,0.000638251,0.082366965,0.000452919,1.822525068,3798000000,3817544947,0.229472243,0.144522306,29.79021986,38.77296183,30.09460821,0.33635287,0.619003295,0.049699637,31.20734607,16.45394034,3068156,102.3251098,149.1254067,10.51020178,81.78810426,57.98078314,1.930043899,1.964550454,2998439,4,5,6,3.083620533,3.42973729,952604,31.77,1.753894013,7,225,75.03904532,1564120,63,20.73710543,36,2045835,68.23,2.06279023,4.874
Montenegro,100,100,100,68029795.48,1181129.685,9160657.852,17.20446051,2313.999939,0.646840135,0.013983563,8699.999809,11.837,1486.8,52.6,0.9017,10.372,,,,1.723,112394,17.92693586,154448,24.63458361,69.18,699736511.1,61.48698885,8270,0.459075446,4529248516,2631386500,3654512000,4052913386,138.8816124,138.8816124,3.390420876,7279.88909,4229.44376,5873.919689,6514.272695,3.332424034,3654512000,,,,15,68.11958104,2.219533901,2.219533901,13.19007768,82541,13450,78.899,73.982,76.452,84.08,11,352000000,351762706,4.563335944,3.06913775,38.6017661,2.944894619,50.5595525,,1.025197651,0.040369828,6.27534546,2039000000,2039259088,1.544139398,0.255394424,43.429595,11.72476624,40.99796127,1.156149905,0.768571345,0.122898312,14.02830433,0.346323081,1007890,160.7592877,,0.053587612,97.06462116,97.73458061,46.25717472,0.056110724,622159,3,5,6,49.65034965,43.00406055,212741,34.194,-0.918952954,8,59,94.83106408,13810,2299.8,0.905276697,87,409418,65.806,0.566550161,5.192
Morocco,99.68045044,99.54521523,99.76760864,1875736928,16202068.31,118078879.5,68.54470087,305915,18.21644634,0.234539958,8130000,20.31,1370231,138.72,9.7643,5.118,172.1416226,300.5218485,174.5782594,2.524,1147533,3.31048391,2222370,6.411249286,139.01,3252913902,12.61931436,56320,0.301729005,113384000000,902860000000,987950000000,101180000000,109.4244978,109.4244978,4.536378168,3222.054178,25656.85208,28074.88154,2875.257985,3.1031114,987950000000,146.3434904,330.3411537,225.7299951,102,57.08,2.129048244,2.129048244,0.257467738,88511,446300,76.963,74.433,75.726,149.56,12,22334000000,21140204025,1.395916268,5.320819566,70.2138218,1.588964017,4.843146059,4.752191274,6.574843996,7.03788851,24.79703385,38100000000,37030049121,0.358761901,9.485900852,68.65270221,9.985679349,11.01030373,2.410630858,1.251807635,1.429464788,26.08788636,2.175579234,43079696,124.279337,117.6284795,7.46610451,85.12220457,87.54453374,77.66883935,1.368838447,34663603,2,6,6,14.30889033,11.31745963,13585013,39.191,-0.032331878,6,328,9.462374699,446550,1371281,2.49489465,87,21078590,60.809,2.282400079,5.013
Mozambique,24,0.926828188,68,289081774.2,44484429.29,5070456.306,63.51890943,499500,7.184821588,0.208934235,5650000,38.607,286587,142.29,39.9825,10.025,148.6737994,937.7118132,630.7175958,5.062,42570,0.157421777,89292,0.330197446,141.25,3868353885,48.24639487,379400,9.555595011,15659700730,592792000000,637760000000,15950969019,107.5858054,107.5858054,6.72327878,579.0880694,21921.14331,23584.03859,589.8590281,3.740303766,637760000000,164.1255584,719.7082038,438.5107418,551,16.93353299,7.585855542,7.585855542,0.796801385,222928,786380,59.921,54.295,57.206,136.4,13,3413000000,3292234282,1.442768404,1.692977754,56.84968744,3.726285115,3.17048111,0.261391877,10.45002881,24.06021711,17.64732705,8334000000,8219008581,4.171934554,9.568070775,41.28560392,15.61846284,1.105454205,0.650456956,4.674295144,32.31735263,22.22510889,0.04501966,20134932,74.45799316,90.58540353,31.12589748,51.19877598,26.8693541,34.38795748,2.834860784,27042002,3,7,6,86.41088736,86.40050892,17739553,65.6,2.042274834,5,130,4.80733638,799380,287720,14.1718943,39,9302449,34.4,4.363940341,4.971
Myanmar,60.5,47.60191669,90.8,666285397.2,1492880103,299473742.2,19.52134501,127490,16.67942672,0.206773916,10893000,18.041,1970470,124.12,1218.2472,8.295,176.3757697,705.4074572,399.9457854,2.198,32921,0.062491546,514920,0.977435277,135.35,4083839112,44.4677528,290410,3.24244181,70339509334,56476200000000,72714000000000,59687410897,128.7515606,128.7515606,6.99284029,1335.203872,1072047.206,1380277.508,1133.002816,6.180617815,72714000000000,173.1286448,712.1840322,411.3611777,391,21.72583401,4.136696739,4.136696739,0.136014603,73308,653080,68.973,62.572,65.81,206.07,10,11429000000,12246556353,0.000146988,1.158250899,19.80798503,70.2712769,0.394697224,0.68796035,8.695996648,0.115116777,9.920591079,16885000000,17131988598,0.203003334,1.146479662,38.72808588,57.18946242,0.303965233,0.275636519,2.871341895,0.127937465,3.879448368,0.672146242,40993717,77.81539875,101.8755561,9.424155793,79.91476254,65.08818855,80.66504257,0.762033335,52680726,2,5,5,58.85410144,61.52781165,36951315,70.142,0.465930558,6,55,1.044025096,676590,2970100,7.870567558,67,15729411,29.858,1.461102556,4.307
Nepal,86.65527344,84.33872396,96.82215118,272749871.5,286402.9241,0,28.74782002,41210,14.74502931,0.078241626,2113699.951,20.844,21500,139.02,99.4893,6.502,163.3917495,89.63544776,54.85922516,2.098,302705,1.12050584,846940,3.13506951,135.94,51895699.93,25.3644925,36360,1.072368812,19774984747,764336000000,2130150000000,21410840909,278.6929338,278.6929338,3.322905439,731.9993357,28292.97867,78850.5323,792.5528906,2.909442183,2130150000000,191.8968499,422.8596949,220.3578094,156,17.58161801,4.942814458,4.942814458,1.817645553,518278,143350,70.931,68.114,69.515,136.52,10,721000000,692477152,4.605347326,0.32544525,27.18895208,2.879424533,1.892185029,0.18351508,63.11866778,0.088804663,5.087032821,6652000000,6633799561,0.310033576,5.071881535,16.86769654,18.63405083,1.820427884,0.749486166,60.92589809,0.480930976,21.89637179,0,27516055,101.854612,85.14561316,26.61906749,87.87332674,55.74051719,188.4550471,0.400968922,27015031,2,5,5,100,85.26395819,22001852,81.443,-0.058418923,7,147,5.441415188,147180,69500,1.075586887,79,5013179,18.557,2.442466983,4.514
Netherlands,100,100,100,5089014644,2820352805,0,54.52656575,18370,30.66191748,0.060980206,1033000,10.1,384476,108.77,0.901658962,8.7,147.9645848,245.2941967,165.7789917,1.66,7029097,41.49775609,6951528,41.03981114,117.3,320735000000,11.16058178,3760,0.005026236,878701000000,690008000000,690008000000,765265000000,100,100,1.959169691,51871.5765,40732.65268,40732.65268,45175.23189,1.508266154,690008000000,130.1104148,235.2040838,180.77268,5.8,91.72413793,0.772728006,0.772728006,11.69568274,1979486,33690,83.2,79.9,81.5097561,119.91,12,570442000000,570442000000,1.307444442,2.584887838,87.50544284,2.702199778,3.238852479,1.563239525,0.53184747,2.05223573,11.18711272,512105000000,512105000000,0.500847365,2.476920916,67.76573737,18.27002191,5.539498558,2.792756193,1.385414626,2.756035313,31.73341527,0,20809054,122.8506375,113.722322,0,99.99999928,97.7353052,502.8175423,0.443220089,16939923,3,6,6,12.44208231,5.889463079,1664686,9.827,-4.354835105,6,164806,9728.851778,41540,447396,0.482612599,87,15275237,90.173,0.9802962,7.378
New Zealand,100,100,100,1074275013,861320788.9,309412183.1,41.16820478,108400,2.271087312,0.130121635,598000,13.27,433312.9,122.18,1.433975,6.87,165.9806875,258.3517482,155.6516918,1.99,1450900,31.44197505,1850000,40.09073943,120.13,-74038516.29,38.55531503,101520,0.436470594,168986000000,254112000000,254112000000,177208000000,100,100,3.584704514,36770.45593,55293.42646,55293.42646,38559.54704,1.646308929,254112000000,124.8902426,262.8667914,210.4782455,7.3,88.22288882,1.332581002,1.332581002,22.95970035,1039736,263310,83.27,79.73,81.45682927,117.79,11,34354000000,34351105818,1.873507888,6.320022885,60.8788412,27.11391319,0.755186396,2.427312863,2.410229031,1.717036576,37.24765091,36550000000,36550053255,0.494885873,3.715432182,64.10886354,30.33927588,1.546031214,1.284675846,1.553794978,0.422083877,35.39625058,0.287519415,5600000,121.3557518,132.9012452,0,100,100,17.45357184,1.889045125,4595700,2,6,5,80.08143875,30.78917555,627727,13.659,1.450748439,7,18074,3932.806754,267710,524588.2,1.283751028,87,3967973,86.341,1.958559292,7.286
Nicaragua,83.62575531,62.63219145,98.89363861,149937110.5,0,135262386.9,42.08908094,50650,12.49792255,0.241674755,1504000,21.859,40846,124.86,27.2568,5.032,138.390553,549.5514422,397.1018472,2.48,116308,1.868930011,354017,5.688628431,122.93,949900000,25.87668273,31140,1.703958486,11425868207,170131000000,347707000000,12756706583,204.3760396,204.3760396,4.792731752,1835.99993,27338.01043,55872.34302,2049.84969,3.437079639,347707000000,66.98536629,392.8337497,586.4471174,50,19.7042915,7.588310178,7.588310178,0.661982706,40262,120340,77.06,70.201,73.649,129.65,12,4839000000,4704755880,0.072839635,0.111713937,65.62754147,0.599608242,0.135059356,32.89591319,0.048529404,0.611782816,1.403705712,7077000000,5511312670,0.000370111,0.104050711,35.64163203,18.86136756,1.309804947,41.70402909,2.270261995,0.199859755,22.65396877,1.396197584,7264151,116.7261909,206.598188,7.090607337,81.47354458,73.39253639,51.71381087,1.302091432,6223240,3,6,6,50.05459707,48.20490919,2620295,42.105,0.840027237,5,136,21.85356824,130370,65406,3.10015607,80,3602945,57.895,1.639480529,5.828
Niger,16.6,8.142162964,60.2,73245077.62,58473988.67,24728541.19,36.0637878,456820,13.26280887,0.83993016,16800000,47.502,27000,213.59,591.4495,9.145,275.5114174,384.2541314,139.4694039,7.169,27188,0.135928698,110000,0.549954271,163.26,529263979.5,0.901555222,11420,11.54089416,7726733076,3133370000000,4268890000000,7217667781,136.2395416,136.2395416,4.337072369,386.3045326,156655.3668,213426.5536,360.8533841,0.364737337,4268890000000,161.1845666,499.9069249,310.145652,95,2.476219975,0.553828857,0.553828857,0.951072208,189255,1266700,61.789,59.536,60.631,102.65,13,1087000000,787794674,0.005119481,0.967754448,67.02010415,5.537648887,0.416845291,1.79231359,1.502059279,22.97474634,10.00003003,1976000000,2461362570,0.6405615,1.88406875,48.8155758,27.73507265,0.793255542,1.457113407,4.630944802,14.55469663,35.98916607,0.446549269,8959000,44.79127561,170.9291548,69.77297391,48.72226941,12.75141462,15.79037104,3.881581481,20001663,3,6,7,0.753295669,78.93982752,16751993,83.753,3.848156154,7,6,0.299975057,1267000,27300,13.32175283,54,3249670,16.247,4.054065937,3.845
Nigeria,52.5,25.90397206,81.5,2799016501,7912269253,168096399.2,77.73642083,708000,37.33104955,0.187702766,34000000,39.359,710331,120.14,192.4403,12.686,201.9133062,239.4098944,118.5706375,5.592,15688,0.008660826,187155,0.103322092,125.77,3137318700,7.678118515,69930,1.191390614,464282000000,69780700000000,95177700000000,494583000000,136.3955157,136.3955157,2.652693295,2563.148864,385236.148,525444.8306,2730.430324,-0.029295429,95177700000000,145.0856222,512.5382684,353.2660649,219,36,2.863665122,2.863665122,0.658124088,1199115,910770,53.967,52.286,53.112,118.26,12,50216000000,58148952972,1.037558584,0.357751159,37.98843568,7.566060416,0.013306633,8.962625926,31.56252588,12.52967028,48.44433545,44700000000,38771857863,16.05935719,2.460025804,47.97124479,24.57022179,2.01286775,0.986687324,3.809066915,4.117510395,31.85188763,0.045451844,150830089,83.26830849,139.1683774,20.6064476,68.669271,37.6785349,198.8838543,2.6474192,181137448,1,6,6,18.19512506,86.63562156,94484916,52.162,1.019697725,6,643,3.549790544,923770,1027058,5.056999025,22,86652532,47.838,4.452994149,5.268
Norway,100,100,100,1480599360,15704690544,8998708.126,2.700569279,9860.39978,2.210597517,0.15556006,807140.0146,11.3,2441261,101.89,8.064166667,7.8,173.326231,172.8483899,99.72431119,1.72,2047146,39.36943396,944510,18.16422672,107.67,6599421358,33.1723823,121120,0.042339227,467127000000,3111170000000,3111170000000,385802000000,100,100,1.967128438,90029.35564,599615.2725,599615.2725,74355.51586,0.957500763,3111170000000,140.6911283,222.113752,157.8733177,6.3,96.8103,-2.854865013,-2.854865013,14.23561116,741813,365123.0078,84.2,80.5,82.30487805,109.2,13,103809000000,103319000000,0.165291379,0.758814364,91.44116448,3.988439015,1.33683258,0.962809218,0.275238716,1.559470667,8.393544146,76387000000,73004247175,0.004220797,0.595300213,77.9146089,12.73595528,4.008216737,2.697808054,1.020847075,1.259032187,22.08117031,0.012139772,5714890,109.905197,123.1962762,0,100,98.05672699,14.21057257,0.995084737,5188607,3,7,6,97.70987062,57.7720016,981114,18.909,-1.093061048,6,21242,4093.96973,625217.1094,3822151,5.331223847,87,4207493,81.091,1.48833778,7.522
Oman,100,100,100,1985727381,12495348324,17095675.85,4.633279483,14340,0.168529886,0.012223048,52159.99985,20.697,257022,148.57,0.3845,2.542,211.4982199,282.0712456,133.3681417,2.939,233234,5.465549095,434932,10.1920912,145.11,-2172431730,0.006462036,20,0.002646475,71221326398,27384600000,26500300000,68921456437,96.77081279,96.77081279,4.741250717,16689.83322,6417.240872,6210.016151,16150.88726,-1.151663899,26500300000,142.101749,565.3294095,397.8342375,8.8,73.53,-18.84028676,-18.84028676,41.08587362,1844978,309500,79.401,75.133,76.887,134.64,12,31927000000,34731840678,1.36726689,23.43513613,40.20069633,45.51844615,0.219964463,0.443602023,5.163284511,2.261535115,58.43203678,29007000000,29007301983,0.001206607,47.60980508,77.56519472,8.270844625,2.22885103,2.300807139,6.482630091,0.819887048,22.43359867,0.049444358,6646655,155.7561043,148.8357613,0,91.56679971,100,13.78787722,5.790631303,4267348,2,6,6,0,0,795860,18.65,-0.470331904,6,497,116.4657769,309500,257192,23.85083351,87,3471488,81.35,7.282962187,6.853
Pakistan,71.19741058,55.36900337,99.43028259,5201758505,2410308682,29423278.11,46.96191366,362020,39.43545039,0.152436759,30400000,29.124,493485,116.15,101.4319,7.107,149.4219687,244.6724258,163.7459524,3.66,1793199,0.899175801,3537600,1.773882493,131.05,1621000000,1.909506019,14720,0.197359301,215639000000,11140100000000,27443000000000,270556000000,246.3436494,246.3436494,4.731147475,1081.294366,55860.74108,137609.3881,1356.667756,2.567413562,27443000000000,248.0477349,403.1176075,162.5161414,270,14,4.110248659,4.110248659,1.920846061,3628956,770880,67.543,65.684,66.577,140.97,10,22089000000,22139537354,0.505907071,10.10996062,61.27527954,12.61946848,2.497151477,1.384415718,13.57275881,6.042109203,24.64605458,43795000000,43989644719,2.049320368,27.18251388,51.65655281,34.43729414,1.517840927,0.7807431,4.997383907,2.757229134,41.29674291,0.027912818,125899638,63.13069982,60.23919904,13.70348556,90.81298697,56.6379614,258.7003995,2.087629055,199426964,2,5,5,31.43034972,46.47632492,127581406,63.974,1.764582785,7,680,3.409769604,796100,644659,1.317802966,60,71845558,36.026,2.663870592,5.194
Panama,94.9175415,86.00871071,99.36608124,273740061.2,0,40538592.11,30.36050578,22570,7.573311811,0.141867669,563000,19.863,142429,91.43,1,5.003,117.9203088,1320.289145,1119.645258,2.54,316168,7.966965748,620436,15.6340691,117.13,5119300000,62.10653753,46170,0.093693615,42724375045,36376300000,54091700000,54091700000,148.7003901,148.7003901,5.732763632,10765.91029,9166.289319,13630.30797,13630.30797,3.943093867,54091700000,72.72549883,666.0496049,915.8405451,52,51.20542499,2.478655902,2.478655902,4.701027527,184710,74340,80.994,74.736,77.776,137.35,12,11348000000,695440377,4.076338812,0.12263208,57.64241008,10.49774149,1.303960526,22.97293618,3.208289415,0.146947033,38.2812511,22504000000,12136052317,20.88534016,0.081756676,48.08487763,11.80647824,0.335175475,17.78140406,0.948725706,0.09857441,31.0297822,0.09768001,5741929,144.6881141,162.1443795,4.501522614,95.49434401,81.14136146,53.38292978,1.707123796,3968487,3,6,6,65.32634033,21.23415234,1321665,33.304,0.736019434,6,1217,306.6659913,75420,151579.3,0.191373625,80,2646822,66.696,2.195588566,6.786
